"block","plot","transect","subtransect","date","species","cover_start_m","cover_end_m","avg_height_m","cover_length","species_name"
"E1","E1:CN","E1:CN:N","E1:CN:N:2","2017-06-28","DWD",6.25,6,0.25,0.25,"Down woody debris"
"E1","E1:CN","E1:CN:N","E1:CN:N:2","2017-06-28","CECO",6,5.25,0.25,0.75,"Ceanothus cordulatus"
"E1","E1:CN","E1:CN:N","E1:CN:N:2","2017-06-28","POAZ",5.25,2.5,0,2.75,"Poaceae spp"
"E1","E1:CN","E1:CN:N","E1:CN:N:2","2017-06-28","CECO",2.5,0,0.25,2.5,"Ceanothus cordulatus"
"E1","E1:CN","E1:CN:N","E1:CN:N:3","2017-06-28","CECO",30,28,0.75,2,"Ceanothus cordulatus"
"E1","E1:CN","E1:CN:N","E1:CN:N:3","2017-06-28","DWD",28,27.5,0.5,0.5,"Down woody debris"
"E1","E1:CN","E1:CN:N","E1:CN:N:3","2017-06-28","CECO",27.5,22.25,0.75,5.25,"Ceanothus cordulatus"
"E1","E1:CN","E1:CN:N","E1:CN:N:3","2017-06-28","POAZ",22.25,21.75,0,0.5,"Poaceae spp"
"E1","E1:CN","E1:CN:N","E1:CN:N:3","2017-06-28","CECO",21.75,15.75,0.75,6,"Ceanothus cordulatus"
"E1","E1:CN","E1:CN:N","E1:CN:N:3","2017-06-28","DWD",15.75,14.75,0.5,1,"Down woody debris"
"E1","E1:CN","E1:CN:N","E1:CN:N:3","2017-06-28","CECO",14.75,11.25,0.5,3.5,"Ceanothus cordulatus"
"E1","E1:CN","E1:CN:N","E1:CN:N:3","2017-06-28","DWD",11.25,10.25,0.25,1,"Down woody debris"
"E1","E1:CN","E1:CN:N","E1:CN:N:3","2017-06-28","CECO",10.25,4.75,0.75,5.5,"Ceanothus cordulatus"
"E1","E1:CN","E1:CN:N","E1:CN:N:3","2017-06-28","DWD",4.75,3.75,0,1,"Down woody debris"
"E1","E1:CN","E1:CN:N","E1:CN:N:3","2017-06-28","CECO",3.75,0,0.75,3.75,"Ceanothus cordulatus"
"E1","E1:CN","E1:CN:S","E1:CN:S:1","2017-06-28","CECO",30,9.25,1,20.75,"Ceanothus cordulatus"
"E1","E1:CN","E1:CN:S","E1:CN:S:1","2017-06-28","DWD",9.25,8.75,0.25,0.5,"Down woody debris"
"E1","E1:CN","E1:CN:S","E1:CN:S:1","2017-06-28","CECO",8.75,1.55,1,7.2,"Ceanothus cordulatus"
"E1","E1:CN","E1:CN:S","E1:CN:S:1","2017-06-28","ARPA",1.55,0.8,1,0.75,"Arctostaphylos patula"
"E1","E1:CN","E1:CN:S","E1:CN:S:1","2017-06-28","POAZ",0.8,0.3,0.1,0.5,"Poaceae spp"
"E1","E1:CN","E1:CN:S","E1:CN:S:2","2017-06-28","CECO",30,0,1.5,30,"Ceanothus cordulatus"
"E1","E1:CN","E1:CN:S","E1:CN:S:3","2017-06-28","CECO",30,15.5,1,14.5,"Ceanothus cordulatus"
"E1","E1:CN","E1:CN:S","E1:CN:S:3","2017-06-28","SALIX",15.5,11.5,1.5,4,"Salix spp"
"E1","E1:CN","E1:CN:S","E1:CN:S:3","2017-06-28","POAZ",11.5,9.5,0.1,2,"Poaceae spp"
"E1","E1:CN","E1:CN:S","E1:CN:S:3","2017-06-28","CECO",9.5,0.5,1,9,"Ceanothus cordulatus"
"E1","E1:EG","E1:EG:M","E1:EG:M:1","2017-07-11","CECO",28,30,0.75,2,"Ceanothus cordulatus"
"E1","E1:EG","E1:EG:M","E1:EG:M:1","2017-07-11","POAZ",20.5,28,0,7.5,"Poaceae spp"
"E1","E1:EG","E1:EG:M","E1:EG:M:1","2017-07-11","CECO",14,20.5,0.5,6.5,"Ceanothus cordulatus"
"E1","E1:EG","E1:EG:M","E1:EG:M:1","2017-07-11","POAZ",12.5,14,0,1.5,"Poaceae spp"
"E1","E1:EG","E1:EG:M","E1:EG:M:1","2017-07-11","CECO",12,12.5,0.25,0.5,"Ceanothus cordulatus"
"E1","E1:EG","E1:EG:M","E1:EG:M:1","2017-07-11","DWD",11.25,12,0.25,0.75,"Down woody debris"
"E1","E1:EG","E1:EG:M","E1:EG:M:1","2017-07-11","CECO",8,11.25,0.5,3.25,"Ceanothus cordulatus"
"E1","E1:EG","E1:EG:M","E1:EG:M:1","2017-07-11","DWD",7.5,8,0.5,0.5,"Down woody debris"
"E1","E1:EG","E1:EG:M","E1:EG:M:1","2017-07-11","CECO",2.5,7.5,0.75,5,"Ceanothus cordulatus"
"E1","E1:EG","E1:EG:M","E1:EG:M:1","2017-07-11","POAZ",2,2.5,0,0.5,"Poaceae spp"
"E1","E1:EG","E1:EG:M","E1:EG:M:1","2017-07-11","CECO",0,2,0.5,2,"Ceanothus cordulatus"
"E1","E1:EG","E1:EG:M","E1:EG:M:2","2017-07-11","CECO",30,27.5,0.5,2.5,"Ceanothus cordulatus"
"E1","E1:EG","E1:EG:M","E1:EG:M:2","2017-07-11","BG",27.5,25.5,0,2,"Bare ground"
"E1","E1:EG","E1:EG:M","E1:EG:M:2","2017-07-11","CECO",25.5,24,0.5,1.5,"Ceanothus cordulatus"
"E1","E1:EG","E1:EG:M","E1:EG:M:2","2017-07-11","DWD",24,22.75,0.75,1.25,"Down woody debris"
"E1","E1:EG","E1:EG:M","E1:EG:M:2","2017-07-11","CECO",22.75,14.5,0.75,8.25,"Ceanothus cordulatus"
"E1","E1:EG","E1:EG:M","E1:EG:M:2","2017-07-11","BG",14.5,12.5,0,2,"Bare ground"
"E1","E1:EG","E1:EG:M","E1:EG:M:2","2017-07-11","DWD",12.5,12,0.5,0.5,"Down woody debris"
"E1","E1:EG","E1:EG:M","E1:EG:M:2","2017-07-11","CECO",12,10.75,0.5,1.25,"Ceanothus cordulatus"
"E1","E1:EG","E1:EG:M","E1:EG:M:2","2017-07-11","POAZ",10.75,10,0,0.75,"Poaceae spp"
"E1","E1:EG","E1:EG:M","E1:EG:M:2","2017-07-11","CECO",10,7.75,0.75,2.25,"Ceanothus cordulatus"
"E1","E1:EG","E1:EG:M","E1:EG:M:2","2017-07-11","ARPA",7.75,6.75,1,1,"Arctostaphylos patula"
"E1","E1:EG","E1:EG:M","E1:EG:M:2","2017-07-11","POAZ",6.75,4.25,0,2.5,"Poaceae spp"
"E1","E1:EG","E1:EG:M","E1:EG:M:2","2017-07-11","CECO",4.25,2,0.5,2.25,"Ceanothus cordulatus"
"E1","E1:EG","E1:EG:M","E1:EG:M:2","2017-07-11","POAZ",2,1.25,0,0.75,"Poaceae spp"
"E1","E1:EG","E1:EG:M","E1:EG:M:2","2017-07-11","DWD",1.25,1,0,0.25,"Down woody debris"
"E1","E1:EG","E1:EG:M","E1:EG:M:2","2017-07-11","POAZ",1,0,0,1,"Poaceae spp"
"E1","E1:EG","E1:EG:M","E1:EG:M:3","2017-07-11","CECO",23,30,1,7,"Ceanothus cordulatus"
"E1","E1:EG","E1:EG:M","E1:EG:M:3","2017-07-11","DWD",22.5,23,0,0.5,"Down woody debris"
"E1","E1:EG","E1:EG:M","E1:EG:M:3","2017-07-11","CECO",21.5,22.5,0.5,1,"Ceanothus cordulatus"
"E1","E1:EG","E1:EG:M","E1:EG:M:3","2017-07-11","DWD",20.75,21.5,0.25,0.75,"Down woody debris"
"E1","E1:EG","E1:EG:M","E1:EG:M:3","2017-07-11","CECO",15.5,20.75,0.75,5.25,"Ceanothus cordulatus"
"E1","E1:EG","E1:EG:M","E1:EG:M:3","2017-07-11","POAZ",15.25,15.5,0,0.25,"Poaceae spp"
"E1","E1:EG","E1:EG:M","E1:EG:M:3","2017-07-11","CECO",13,15.25,0.5,2.25,"Ceanothus cordulatus"
"E1","E1:EG","E1:EG:M","E1:EG:M:3","2017-07-11","POAZ",11.25,13,0,1.75,"Poaceae spp"
"E1","E1:EG","E1:EG:M","E1:EG:M:3","2017-07-11","CECO",9,11.25,1,2.25,"Ceanothus cordulatus"
"E1","E1:EG","E1:EG:M","E1:EG:M:3","2017-07-11","DWD",8.75,9,0.25,0.25,"Down woody debris"
"E1","E1:EG","E1:EG:M","E1:EG:M:3","2017-07-11","CECO",6.75,8.75,0.5,2,"Ceanothus cordulatus"
"E1","E1:EG","E1:EG:M","E1:EG:M:3","2017-07-11","BG",6,6.75,0,0.75,"Bare ground"
"E1","E1:EG","E1:EG:M","E1:EG:M:3","2017-07-11","CECO",5,6,0.75,1,"Ceanothus cordulatus"
"E1","E1:EG","E1:EG:M","E1:EG:M:3","2017-07-11","BG",4,5,0,1,"Bare ground"
"E1","E1:EG","E1:EG:M","E1:EG:M:3","2017-07-11","CECO",3,4,0.5,1,"Ceanothus cordulatus"
"E1","E1:EG","E1:EG:M","E1:EG:M:3","2017-07-11","POAZ",1.25,3,0,1.75,"Poaceae spp"
"E1","E1:EG","E1:EG:M","E1:EG:M:3","2017-07-11","CECO",0,1.25,0.75,1.25,"Ceanothus cordulatus"
"E1","E1:EG","E1:EG:N","E1:EG:N:1","2017-07-10","CECO",30,25,0.25,5,"Ceanothus cordulatus"
"E1","E1:EG","E1:EG:N","E1:EG:N:1","2017-07-10","BG",25,24.25,0,0.75,"Bare ground"
"E1","E1:EG","E1:EG:N","E1:EG:N:1","2017-07-10","CECO",24.25,22.25,0.25,2,"Ceanothus cordulatus"
"E1","E1:EG","E1:EG:N","E1:EG:N:1","2017-07-10","BG",22.25,21,0,1.25,"Bare ground"
"E1","E1:EG","E1:EG:N","E1:EG:N:1","2017-07-10","CECO",21,20,0.25,1,"Ceanothus cordulatus"
"E1","E1:EG","E1:EG:N","E1:EG:N:1","2017-07-10","BG",20,18.75,0,1.25,"Bare ground"
"E1","E1:EG","E1:EG:N","E1:EG:N:1","2017-07-10","CECO",18.75,17.25,0.25,1.5,"Ceanothus cordulatus"
"E1","E1:EG","E1:EG:N","E1:EG:N:1","2017-07-10","ARPA",17.25,16.75,0.5,0.5,"Arctostaphylos patula"
"E1","E1:EG","E1:EG:N","E1:EG:N:1","2017-07-10","CECO",16.75,12.25,0.25,4.5,"Ceanothus cordulatus"
"E1","E1:EG","E1:EG:N","E1:EG:N:1","2017-07-10","ARPA",12.25,11,1,1.25,"Arctostaphylos patula"
"E1","E1:EG","E1:EG:N","E1:EG:N:1","2017-07-10","CECO",11,0,0.75,11,"Ceanothus cordulatus"
"E1","E1:EG","E1:EG:N","E1:EG:N:2","2017-07-10","CECO",22.25,30,0.25,7.75,"Ceanothus cordulatus"
"E1","E1:EG","E1:EG:N","E1:EG:N:2","2017-07-10","BG",22,22.25,0,0.25,"Bare ground"
"E1","E1:EG","E1:EG:N","E1:EG:N:2","2017-07-10","CECO",8.5,22,0.5,13.5,"Ceanothus cordulatus"
"E1","E1:EG","E1:EG:N","E1:EG:N:2","2017-07-10","DWD",7.75,8.5,0.5,0.75,"Down woody debris"
"E1","E1:EG","E1:EG:N","E1:EG:N:2","2017-07-10","BG",4.25,7.75,0,3.5,"Bare ground"
"E1","E1:EG","E1:EG:N","E1:EG:N:2","2017-07-10","CECO",0,4.25,0.75,4.25,"Ceanothus cordulatus"
"E1","E1:EG","E1:EG:N","E1:EG:N:3","2017-07-10","POAZ",30,29.5,0,0.5,"Poaceae spp"
"E1","E1:EG","E1:EG:N","E1:EG:N:3","2017-07-10","CECO",29.5,21,1.5,8.5,"Ceanothus cordulatus"
"E1","E1:EG","E1:EG:N","E1:EG:N:3","2017-07-10","ROCK",21,20,0,1,"Rock"
"E1","E1:EG","E1:EG:N","E1:EG:N:3","2017-07-10","CECO",20,17.5,0.25,2.5,"Ceanothus cordulatus"
"E1","E1:EG","E1:EG:N","E1:EG:N:3","2017-07-10","SYMO",17.5,17,0,0.5,"Symphoricarpos mollis"
"E1","E1:EG","E1:EG:N","E1:EG:N:3","2017-07-10","CECO",17,16.5,0.25,0.5,"Ceanothus cordulatus"
"E1","E1:EG","E1:EG:N","E1:EG:N:3","2017-07-10","DWD",16.5,16,0,0.5,"Down woody debris"
"E1","E1:EG","E1:EG:N","E1:EG:N:3","2017-07-10","CECO",16,13.5,0.25,2.5,"Ceanothus cordulatus"
"E1","E1:EG","E1:EG:N","E1:EG:N:3","2017-07-10","DWD",13.5,11.25,0,2.25,"Down woody debris"
"E1","E1:EG","E1:EG:N","E1:EG:N:3","2017-07-10","CECO",11.25,8.5,0.25,2.75,"Ceanothus cordulatus"
"E1","E1:EG","E1:EG:N","E1:EG:N:3","2017-07-10","BG",8.5,8,0,0.5,"Bare ground"
"E1","E1:EG","E1:EG:N","E1:EG:N:3","2017-07-10","CECO",8,6.5,0.25,1.5,"Ceanothus cordulatus"
"E1","E1:EG","E1:EG:N","E1:EG:N:3","2017-07-10","BG",6.5,6,0,0.5,"Bare ground"
"E1","E1:EG","E1:EG:N","E1:EG:N:3","2017-07-10","CECO",6,3.5,0.25,2.5,"Ceanothus cordulatus"
"E1","E1:EG","E1:EG:N","E1:EG:N:3","2017-07-10","BG",3.5,3,0,0.5,"Bare ground"
"E1","E1:EG","E1:EG:N","E1:EG:N:3","2017-07-10","ARPA",3,2,0.5,1,"Arctostaphylos patula"
"E1","E1:EG","E1:EG:N","E1:EG:N:3","2017-07-10","BG",2,1,0,1,"Bare ground"
"E1","E1:EG","E1:EG:N","E1:EG:N:3","2017-07-10","CECO",1,0,0.25,1,"Ceanothus cordulatus"
"E1","E1:EG","E1:EG:S","E1:EG:S:1","2017-07-11","CECO",30,27.75,0.25,2.25,"Ceanothus cordulatus"
"E1","E1:EG","E1:EG:S","E1:EG:S:1","2017-07-11","POAZ",27.75,27.25,0,0.5,"Poaceae spp"
"E1","E1:EG","E1:EG:S","E1:EG:S:1","2017-07-11","CECO",27.25,25,0.5,2.25,"Ceanothus cordulatus"
"E1","E1:EG","E1:EG:S","E1:EG:S:1","2017-07-11","POAZ",25,24,0,1,"Poaceae spp"
"E1","E1:EG","E1:EG:S","E1:EG:S:1","2017-07-11","CECO",24,16.25,0.75,7.75,"Ceanothus cordulatus"
"E1","E1:EG","E1:EG:S","E1:EG:S:1","2017-07-11","ARPA",16.25,15.75,1,0.5,"Arctostaphylos patula"
"E1","E1:EG","E1:EG:S","E1:EG:S:1","2017-07-11","CECO",15.75,15.5,1,0.25,"Ceanothus cordulatus"
"E1","E1:EG","E1:EG:S","E1:EG:S:1","2017-07-11","ARPA",15.5,15,1,0.5,"Arctostaphylos patula"
"E1","E1:EG","E1:EG:S","E1:EG:S:1","2017-07-11","CECO",15,0,1,15,"Ceanothus cordulatus"
"E1","E1:EG","E1:EG:S","E1:EG:S:2","2017-07-11","CECO",24.25,30,1.25,5.75,"Ceanothus cordulatus"
"E1","E1:EG","E1:EG:S","E1:EG:S:2","2017-07-11","POAZ",22.75,24.25,0,1.5,"Poaceae spp"
"E1","E1:EG","E1:EG:S","E1:EG:S:2","2017-07-11","BG",22.25,22.75,0,0.5,"Bare ground"
"E1","E1:EG","E1:EG:S","E1:EG:S:2","2017-07-11","POAZ",19.25,22.25,0,3,"Poaceae spp"
"E1","E1:EG","E1:EG:S","E1:EG:S:2","2017-07-11","CEPR",18.5,19.25,0,0.75,"Ceanothus prostratus"
"E1","E1:EG","E1:EG:S","E1:EG:S:2","2017-07-11","POAZ",17,18.5,0,1.5,"Poaceae spp"
"E1","E1:EG","E1:EG:S","E1:EG:S:2","2017-07-11","CECO",11,17,1,6,"Ceanothus cordulatus"
"E1","E1:EG","E1:EG:S","E1:EG:S:2","2017-07-11","DWD",10.25,11,0,0.75,"Down woody debris"
"E1","E1:EG","E1:EG:S","E1:EG:S:2","2017-07-11","BG",9.75,10.25,0,0.5,"Bare ground"
"E1","E1:EG","E1:EG:S","E1:EG:S:2","2017-07-11","DWD",9.5,9.75,0.25,0.25,"Down woody debris"
"E1","E1:EG","E1:EG:S","E1:EG:S:2","2017-07-11","CECO",6.25,9.5,0.75,3.25,"Ceanothus cordulatus"
"E1","E1:EG","E1:EG:S","E1:EG:S:2","2017-07-11","ARPA",5.75,6.25,0.75,0.5,"Arctostaphylos patula"
"E1","E1:EG","E1:EG:S","E1:EG:S:2","2017-07-11","DWD",5,5.75,0,0.75,"Down woody debris"
"E1","E1:EG","E1:EG:S","E1:EG:S:2","2017-07-11","POAZ",4,5,0,1,"Poaceae spp"
"E1","E1:EG","E1:EG:S","E1:EG:S:2","2017-07-11","CECO",2.75,4,0.5,1.25,"Ceanothus cordulatus"
"E1","E1:EG","E1:EG:S","E1:EG:S:2","2017-07-11","POAZ",2,2.75,0,0.75,"Poaceae spp"
"E1","E1:EG","E1:EG:S","E1:EG:S:2","2017-07-11","CECO",1.5,2,0.5,0.5,"Ceanothus cordulatus"
"E1","E1:EG","E1:EG:S","E1:EG:S:2","2017-07-11","POAZ",0,1.5,0,1.5,"Poaceae spp"
"E1","E1:EG","E1:EG:S","E1:EG:S:3","2017-07-11","CECO",30,26.5,0.25,3.5,"Ceanothus cordulatus"
"E1","E1:EG","E1:EG:S","E1:EG:S:3","2017-07-11","POAZ",26.5,23.25,0,3.25,"Poaceae spp"
"E1","E1:EG","E1:EG:S","E1:EG:S:3","2017-07-11","DWD",23.5,22.5,0.25,1,"Down woody debris"
"E1","E1:EG","E1:EG:S","E1:EG:S:3","2017-07-11","SYMO",22.5,21.5,0,1,"Symphoricarpos mollis"
"E1","E1:EG","E1:EG:S","E1:EG:S:3","2017-07-11","POAZ",22.5,18.75,0,3.75,"Poaceae spp"
"E1","E1:EG","E1:EG:S","E1:EG:S:3","2017-07-11","BG",18.75,17,0,1.75,"Bare ground"
"E1","E1:EG","E1:EG:S","E1:EG:S:3","2017-07-11","CECO",17,16.5,0,0.5,"Ceanothus cordulatus"
"E1","E1:EG","E1:EG:S","E1:EG:S:3","2017-07-11","POAZ",16.5,14.75,0,1.75,"Poaceae spp"
"E1","E1:EG","E1:EG:S","E1:EG:S:3","2017-07-11","CECO",14.75,10.75,0.5,4,"Ceanothus cordulatus"
"E1","E1:EG","E1:EG:S","E1:EG:S:3","2017-07-11","POAZ",10.75,8.5,0,2.25,"Poaceae spp"
"E1","E1:EG","E1:EG:S","E1:EG:S:3","2017-07-11","CECO",8.5,4,0.5,4.5,"Ceanothus cordulatus"
"E1","E1:EG","E1:EG:S","E1:EG:S:3","2017-07-11","POAZ",4,2.25,0,1.75,"Poaceae spp"
"E1","E1:EG","E1:EG:S","E1:EG:S:3","2017-07-11","CECO",2.25,0,0.75,2.25,"Ceanothus cordulatus"
"E1","E1:EH","E1:EH:M","E1:EH:M:1","2017-07-04","CECO",30,20.5,0.75,9.5,"Ceanothus cordulatus"
"E1","E1:EH","E1:EH:M","E1:EH:M:1","2017-07-04","BG",20.5,20,0,0.5,"Bare ground"
"E1","E1:EH","E1:EH:M","E1:EH:M:1","2017-07-04","CECO",20,18.25,0.25,1.75,"Ceanothus cordulatus"
"E1","E1:EH","E1:EH:M","E1:EH:M:1","2017-07-04","DWD",18.25,18,0.5,0.25,"Down woody debris"
"E1","E1:EH","E1:EH:M","E1:EH:M:1","2017-07-04","ARPA",18,17.5,1,0.5,"Arctostaphylos patula"
"E1","E1:EH","E1:EH:M","E1:EH:M:1","2017-07-04","CECO",17.5,2.75,1,14.75,"Ceanothus cordulatus"
"E1","E1:EH","E1:EH:M","E1:EH:M:1","2017-07-04","BG",2.75,2.25,0,0.5,"Bare ground"
"E1","E1:EH","E1:EH:M","E1:EH:M:1","2017-07-04","CECO",2.25,0,1.25,2.25,"Ceanothus cordulatus"
"E1","E1:EH","E1:EH:M","E1:EH:M:2","2017-07-04","BG",29.75,30,0,0.25,"Bare ground"
"E1","E1:EH","E1:EH:M","E1:EH:M:2","2017-07-04","DWD",29,29.75,0,0.75,"Down woody debris"
"E1","E1:EH","E1:EH:M","E1:EH:M:2","2017-07-04","BG",28,29,0,1,"Bare ground"
"E1","E1:EH","E1:EH:M","E1:EH:M:2","2017-07-04","CECO",23.25,28,0.75,4.75,"Ceanothus cordulatus"
"E1","E1:EH","E1:EH:M","E1:EH:M:2","2017-07-04","BG",22.5,23.25,0,0.75,"Bare ground"
"E1","E1:EH","E1:EH:M","E1:EH:M:2","2017-07-04","CECO",16.75,22.5,0.5,5.75,"Ceanothus cordulatus"
"E1","E1:EH","E1:EH:M","E1:EH:M:2","2017-07-04","BG",15.5,16.75,0,1.25,"Bare ground"
"E1","E1:EH","E1:EH:M","E1:EH:M:2","2017-07-04","CECO",12,15.5,0.75,3.5,"Ceanothus cordulatus"
"E1","E1:EH","E1:EH:M","E1:EH:M:2","2017-07-04","BG",11.25,12,0,0.75,"Bare ground"
"E1","E1:EH","E1:EH:M","E1:EH:M:2","2017-07-04","CECO",2.25,11.25,0.5,9,"Ceanothus cordulatus"
"E1","E1:EH","E1:EH:M","E1:EH:M:2","2017-07-04","BG",1.5,2.25,0,0.75,"Bare ground"
"E1","E1:EH","E1:EH:M","E1:EH:M:2","2017-07-04","CECO",0,1.5,0.25,1.5,"Ceanothus cordulatus"
"E1","E1:EH","E1:EH:M","E1:EH:M:3","2017-07-04","CECO",17,30,1,13,"Ceanothus cordulatus"
"E1","E1:EH","E1:EH:M","E1:EH:M:3","2017-07-04","POAZ",12,17,0,5,"Poaceae spp"
"E1","E1:EH","E1:EH:M","E1:EH:M:3","2017-07-04","CECO",7.5,12,0.5,4.5,"Ceanothus cordulatus"
"E1","E1:EH","E1:EH:M","E1:EH:M:3","2017-07-04","POAZ",6,7.5,0,1.5,"Poaceae spp"
"E1","E1:EH","E1:EH:M","E1:EH:M:3","2017-07-04","CECO",2,6,0.75,4,"Ceanothus cordulatus"
"E1","E1:EH","E1:EH:M","E1:EH:M:3","2017-07-04","DWD",0,2,0,2,"Down woody debris"
"E1","E1:EH","E1:EH:N","E1:EH:N:1","2017-07-04","CECO",30,27.5,0.25,2.5,"Ceanothus cordulatus"
"E1","E1:EH","E1:EH:N","E1:EH:N:1","2017-07-04","POAZ",27.5,27,0,0.5,"Poaceae spp"
"E1","E1:EH","E1:EH:N","E1:EH:N:1","2017-07-04","CECO",27,23.5,0.5,3.5,"Ceanothus cordulatus"
"E1","E1:EH","E1:EH:N","E1:EH:N:1","2017-07-04","BG",23.5,22.75,0,0.75,"Bare ground"
"E1","E1:EH","E1:EH:N","E1:EH:N:1","2017-07-04","CECO",22.75,15.5,0.25,7.25,"Ceanothus cordulatus"
"E1","E1:EH","E1:EH:N","E1:EH:N:1","2017-07-04","BG",15.5,14.75,0,0.75,"Bare ground"
"E1","E1:EH","E1:EH:N","E1:EH:N:1","2017-07-04","CECO",14.75,14.25,0,0.5,"Ceanothus cordulatus"
"E1","E1:EH","E1:EH:N","E1:EH:N:1","2017-07-04","POAZ",14.25,13,0,1.25,"Poaceae spp"
"E1","E1:EH","E1:EH:N","E1:EH:N:1","2017-07-04","DWD",13,12.25,0,0.75,"Down woody debris"
"E1","E1:EH","E1:EH:N","E1:EH:N:1","2017-07-04","POAZ",12.25,11.25,0,1,"Poaceae spp"
"E1","E1:EH","E1:EH:N","E1:EH:N:1","2017-07-04","SYMO",11.25,11,0,0.25,"Symphoricarpos mollis"
"E1","E1:EH","E1:EH:N","E1:EH:N:1","2017-07-04","BG",11,10.5,0,0.5,"Bare ground"
"E1","E1:EH","E1:EH:N","E1:EH:N:1","2017-07-04","POAZ",10.5,9.25,0,1.25,"Poaceae spp"
"E1","E1:EH","E1:EH:N","E1:EH:N:1","2017-07-04","CECO",9.25,6.5,0.25,2.75,"Ceanothus cordulatus"
"E1","E1:EH","E1:EH:N","E1:EH:N:1","2017-07-04","ARPA",6.5,5.75,0.25,0.75,"Arctostaphylos patula"
"E1","E1:EH","E1:EH:N","E1:EH:N:1","2017-07-04","CECO",5.75,2.5,0.25,3.25,"Ceanothus cordulatus"
"E1","E1:EH","E1:EH:N","E1:EH:N:1","2017-07-04","POAZ",2.5,2,0,0.5,"Poaceae spp"
"E1","E1:EH","E1:EH:N","E1:EH:N:1","2017-07-04","CECO",2,0.75,2,1.25,"Ceanothus cordulatus"
"E1","E1:EH","E1:EH:N","E1:EH:N:1","2017-07-04","RIBES",0.75,0,0.5,0.75,"Ribes spp"
"E1","E1:EH","E1:EH:N","E1:EH:N:2","2017-07-04","BG",29.5,30,0,0.5,"Bare ground"
"E1","E1:EH","E1:EH:N","E1:EH:N:2","2017-07-04","CECO",14,29.5,0.5,15.5,"Ceanothus cordulatus"
"E1","E1:EH","E1:EH:N","E1:EH:N:2","2017-07-04","BG",7,14,0,7,"Bare ground"
"E1","E1:EH","E1:EH:N","E1:EH:N:2","2017-07-04","CECO",3,7,0.5,4,"Ceanothus cordulatus"
"E1","E1:EH","E1:EH:N","E1:EH:N:2","2017-07-04","BG",1.75,3,0,1.25,"Bare ground"
"E1","E1:EH","E1:EH:N","E1:EH:N:2","2017-07-04","CECO",0,1.75,0.25,1.75,"Ceanothus cordulatus"
"E1","E1:EH","E1:EH:N","E1:EH:N:3","2017-07-04","POAZ",30,29.5,0,0.5,"Poaceae spp"
"E1","E1:EH","E1:EH:N","E1:EH:N:3","2017-07-04","CECO",29.5,19.5,0.5,10,"Ceanothus cordulatus"
"E1","E1:EH","E1:EH:N","E1:EH:N:3","2017-07-04","DWD",19.5,17,0,2.5,"Down woody debris"
"E1","E1:EH","E1:EH:N","E1:EH:N:3","2017-07-04","CECO",17,8,0.75,9,"Ceanothus cordulatus"
"E1","E1:EH","E1:EH:N","E1:EH:N:3","2017-07-04","BG",8,7.25,0,0.75,"Bare ground"
"E1","E1:EH","E1:EH:N","E1:EH:N:3","2017-07-04","CECO",7.25,5.75,0.25,1.5,"Ceanothus cordulatus"
"E1","E1:EH","E1:EH:N","E1:EH:N:3","2017-07-04","POAZ",5.75,4.75,0,1,"Poaceae spp"
"E1","E1:EH","E1:EH:N","E1:EH:N:3","2017-07-04","BG",4.75,4.25,0,0.5,"Bare ground"
"E1","E1:EH","E1:EH:N","E1:EH:N:3","2017-07-04","POAZ",4.25,3.25,0,1,"Poaceae spp"
"E1","E1:EH","E1:EH:N","E1:EH:N:3","2017-07-04","BG",3.25,2.5,0,0.75,"Bare ground"
"E1","E1:EH","E1:EH:N","E1:EH:N:3","2017-07-04","POAZ",2.5,1.5,0,1,"Poaceae spp"
"E1","E1:EH","E1:EH:N","E1:EH:N:3","2017-07-04","CECO",1.5,0.5,0,1,"Ceanothus cordulatus"
"E1","E1:EH","E1:EH:N","E1:EH:N:3","2017-07-04","BG",0.5,0,0,0.5,"Bare ground"
"E1","E1:EH","E1:EH:S","E1:EH:S:1","2017-07-04","CECO",29.5,30,0.5,0.5,"Ceanothus cordulatus"
"E1","E1:EH","E1:EH:S","E1:EH:S:1","2017-07-04","DWD",23.75,29.5,0,5.75,"Down woody debris"
"E1","E1:EH","E1:EH:S","E1:EH:S:1","2017-07-04","CECO",18.25,23.75,0.5,5.5,"Ceanothus cordulatus"
"E1","E1:EH","E1:EH:S","E1:EH:S:1","2017-07-04","DWD",16,18.25,0,2.25,"Down woody debris"
"E1","E1:EH","E1:EH:S","E1:EH:S:1","2017-07-04","SALIX",14,16,1.5,2,"Salix spp"
"E1","E1:EH","E1:EH:S","E1:EH:S:1","2017-07-04","DWD",12.75,14,0,1.25,"Down woody debris"
"E1","E1:EH","E1:EH:S","E1:EH:S:1","2017-07-04","BG",11,12.75,0,1.75,"Bare ground"
"E1","E1:EH","E1:EH:S","E1:EH:S:1","2017-07-04","DWD",8.5,11,0,2.5,"Down woody debris"
"E1","E1:EH","E1:EH:S","E1:EH:S:1","2017-07-04","BG",7,8.5,0,1.5,"Bare ground"
"E1","E1:EH","E1:EH:S","E1:EH:S:1","2017-07-04","CECO",0,7,0.75,7,"Ceanothus cordulatus"
"E1","E1:EH","E1:EH:S","E1:EH:S:2","2017-07-04","BG",30,29.75,0,0.25,"Bare ground"
